날짜,지역,역명,인원유형,시간대,시간대별하루평균(명),전월평균(명),전월대비(명) ±
202312,서울특별시 노원구,상계,승하차인원,시간당 평균,1700,1781,-81
202312,서울특별시 노원구,상계,승하차인원,08-09시 평균,3058,3436,-378
202312,서울특별시 노원구,상계,승하차인원,12-13시 평균,1784,1749,35
202312,서울특별시 노원구,상계,승하차인원,18-19시 평균,2911,3142,-231
202312,서울특별시 노원구,상계,승하차인원,20-21시 평균,1601,1655,-55
202312,서울특별시 동작구,상도,승하차인원,시간당 평균,1048,1182,-134
202312,서울특별시 동작구,상도,승하차인원,08-09시 평균,2064,2495,-431
202312,서울특별시 동작구,상도,승하차인원,12-13시 평균,1123,1313,-190
202312,서울특별시 동작구,상도,승하차인원,18-19시 평균,2002,2391,-389
202312,서울특별시 동작구,상도,승하차인원,20-21시 평균,968,1071,-102
202312,서울특별시 중랑구,상봉,승하차인원,시간당 평균,2063,2130,-68
202312,서울특별시 중랑구,상봉,승하차인원,08-09시 평균,4078,4705,-627
202312,서울특별시 중랑구,상봉,승하차인원,12-13시 평균,2037,1940,97
202312,서울특별시 중랑구,상봉,승하차인원,18-19시 평균,4111,4436,-325
202312,서울특별시 중랑구,상봉,승하차인원,20-21시 평균,2115,2178,-63
202312,서울특별시 마포구,상수,승하차인원,시간당 평균,1057,1063,-6
202312,서울특별시 마포구,상수,승하차인원,08-09시 평균,1191,1340,-150
202312,서울특별시 마포구,상수,승하차인원,12-13시 평균,1131,1076,54
202312,서울특별시 마포구,상수,승하차인원,18-19시 평균,2246,2330,-84
202312,서울특별시 마포구,상수,승하차인원,20-21시 평균,1243,1220,23
202312,서울특별시 성동구,상왕십리,승하차인원,시간당 평균,1278,1334,-57
202312,서울특별시 성동구,상왕십리,승하차인원,08-09시 평균,2958,3399,-441
202312,서울특별시 성동구,상왕십리,승하차인원,12-13시 평균,1270,1231,39
202312,서울특별시 성동구,상왕십리,승하차인원,18-19시 평균,2565,2801,-236
202312,서울특별시 성동구,상왕십리,승하차인원,20-21시 평균,1198,1222,-24
202312,서울특별시 성북구,상월곡,승하차인원,시간당 평균,564,625,-61
202312,서울특별시 성북구,상월곡,승하차인원,08-09시 평균,1321,1538,-217
202312,서울특별시 성북구,상월곡,승하차인원,12-13시 평균,563,583,-21
202312,서울특별시 성북구,상월곡,승하차인원,18-19시 평균,944,1057,-113
202312,서울특별시 성북구,상월곡,승하차인원,20-21시 평균,444,481,-38
202312,서울특별시 강동구,상일동,승하차인원,시간당 평균,1270,1314,-43
202312,서울특별시 강동구,상일동,승하차인원,08-09시 평균,2389,2682,-293
202312,서울특별시 강동구,상일동,승하차인원,12-13시 평균,1191,1144,46
202312,서울특별시 강동구,상일동,승하차인원,18-19시 평균,2381,2644,-263
202312,서울특별시 강동구,상일동,승하차인원,20-21시 평균,1143,1194,-51
202312,서울특별시 은평구,새절,승하차인원,시간당 평균,1108,1180,-72
202312,서울특별시 은평구,새절,승하차인원,08-09시 평균,2461,2797,-336
202312,서울특별시 은평구,새절,승하차인원,12-13시 평균,1082,1067,15
202312,서울특별시 은평구,새절,승하차인원,18-19시 평균,1997,2214,-217
202312,서울특별시 은평구,새절,승하차인원,20-21시 평균,987,1013,-26
202312,서울특별시 영등포구,샛강,승하차인원,시간당 평균,801,863,-62
202312,서울특별시 영등포구,샛강,승하차인원,08-09시 평균,2201,2575,-374
202312,서울특별시 영등포구,샛강,승하차인원,12-13시 평균,678,707,-29
202312,서울특별시 영등포구,샛강,승하차인원,18-19시 평균,2104,2379,-275
202312,서울특별시 영등포구,샛강,승하차인원,20-21시 평균,705,727,-22
202312,서울특별시 마포구,서강대,승하차인원,시간당 평균,205,227,-22
202312,서울특별시 마포구,서강대,승하차인원,08-09시 평균,401,483,-82
202312,서울특별시 마포구,서강대,승하차인원,12-13시 평균,229,235,-6
202312,서울특별시 마포구,서강대,승하차인원,18-19시 평균,350,406,-55
202312,서울특별시 마포구,서강대,승하차인원,20-21시 평균,183,204,-22
202312,서울특별시 종로구,서대문,승하차인원,시간당 평균,1700,1892,-192
202312,서울특별시 종로구,서대문,승하차인원,08-09시 평균,5998,6923,-926
202312,서울특별시 종로구,서대문,승하차인원,12-13시 평균,1487,1507,-20
202312,서울특별시 종로구,서대문,승하차인원,18-19시 평균,4342,5168,-826
202312,서울특별시 종로구,서대문,승하차인원,20-21시 평균,1230,1272,-42
202312,서울특별시 용산구,서빙고,승하차인원,시간당 평균,195,221,-25
202312,서울특별시 용산구,서빙고,승하차인원,08-09시 평균,392,453,-61
202312,서울특별시 용산구,서빙고,승하차인원,12-13시 평균,197,206,-9
202312,서울특별시 용산구,서빙고,승하차인원,18-19시 평균,344,384,-40
202312,서울특별시 용산구,서빙고,승하차인원,20-21시 평균,132,133,-1
202312,서울특별시 관악구,서울대벤처타운,승하차인원,시간당 평균,830,858,-28
202312,서울특별시 관악구,서울대벤처타운,승하차인원,08-09시 평균,1655,1876,-222
202312,서울특별시 관악구,서울대벤처타운,승하차인원,12-13시 평균,891,874,17
202312,서울특별시 관악구,서울대벤처타운,승하차인원,18-19시 평균,1508,1596,-88
202312,서울특별시 관악구,서울대벤처타운,승하차인원,20-21시 평균,750,794,-43
202312,서울특별시 관악구,서울대입구,승하차인원,시간당 평균,4087,4302,-215
202312,서울특별시 관악구,서울대입구,승하차인원,08-09시 평균,7161,8306,-1146
202312,서울특별시 관악구,서울대입구,승하차인원,12-13시 평균,4033,3845,188
202312,서울특별시 관악구,서울대입구,승하차인원,18-19시 평균,8054,8896,-842
202312,서울특별시 관악구,서울대입구,승하차인원,20-21시 평균,4248,4500,-252
202312,서울특별시 성동구,서울숲,승하차인원,시간당 평균,1103,1260,-157
202312,서울특별시 성동구,서울숲,승하차인원,08-09시 평균,2050,2450,-401
202312,서울특별시 성동구,서울숲,승하차인원,12-13시 평균,1097,1270,-172
202312,서울특별시 성동구,서울숲,승하차인원,18-19시 평균,2586,2994,-408
202312,서울특별시 성동구,서울숲,승하차인원,20-21시 평균,982,1046,-64
202312,서울특별시 중구,서울역,승하차인원,시간당 평균,8801,9157,-356
202312,서울특별시 중구,서울역,승하차인원,08-09시 평균,15947,18476,-2528
202312,서울특별시 중구,서울역,승하차인원,12-13시 평균,10862,10507,354
202312,서울특별시 중구,서울역,승하차인원,18-19시 평균,17784,19717,-1933
202312,서울특별시 중구,서울역,승하차인원,20-21시 평균,8169,8146,22
202312,서울특별시 동작구,서울지방병무청,승하차인원,시간당 평균,275,289,-14
202312,서울특별시 동작구,서울지방병무청,승하차인원,08-09시 평균,588,677,-89
202312,서울특별시 동작구,서울지방병무청,승하차인원,12-13시 평균,299,306,-7
202312,서울특별시 동작구,서울지방병무청,승하차인원,18-19시 평균,496,538,-42
202312,서울특별시 동작구,서울지방병무청,승하차인원,20-21시 평균,237,240,-3
202312,서울특별시 관악구,서원,승하차인원,시간당 평균,296,304,-8
202312,서울특별시 관악구,서원,승하차인원,08-09시 평균,677,762,-86
202312,서울특별시 관악구,서원,승하차인원,12-13시 평균,292,279,13
202312,서울특별시 관악구,서원,승하차인원,18-19시 평균,504,533,-29
202312,서울특별시 관악구,서원,승하차인원,20-21시 평균,280,281,-1
202312,서울특별시 서초구,서초,승하차인원,시간당 평균,1922,2061,-139
202312,서울특별시 서초구,서초,승하차인원,08-09시 평균,4224,4895,-671
202312,서울특별시 서초구,서초,승하차인원,12-13시 평균,1847,1882,-35
202312,서울특별시 서초구,서초,승하차인원,18-19시 평균,3752,4317,-565
202312,서울특별시 서초구,서초,승하차인원,20-21시 평균,1459,1532,-72
202312,서울특별시 노원구,석계,승하차인원,시간당 평균,1873,1996,-123
202312,서울특별시 노원구,석계,승하차인원,08-09시 평균,3164,3757,-593
202312,서울특별시 노원구,석계,승하차인원,12-13시 평균,1909,1938,-30
202312,서울특별시 노원구,석계,승하차인원,18-19시 평균,3585,4038,-453
202312,서울특별시 노원구,석계,승하차인원,20-21시 평균,1840,1920,-80
202312,서울특별시 송파구,석촌,승하차인원,시간당 평균,1618,1643,-25
202312,서울특별시 송파구,석촌,승하차인원,08-09시 평균,2790,3221,-431
202312,서울특별시 송파구,석촌,승하차인원,12-13시 평균,1758,1684,74
202312,서울특별시 송파구,석촌,승하차인원,18-19시 평균,3264,3492,-229
202312,서울특별시 송파구,석촌,승하차인원,20-21시 평균,1624,1612,12
202312,서울특별시 송파구,석촌고분,승하차인원,시간당 평균,632,657,-25
202312,서울특별시 송파구,석촌고분,승하차인원,08-09시 평균,1449,1630,-180
202312,서울특별시 송파구,석촌고분,승하차인원,12-13시 평균,618,609,9
202312,서울특별시 송파구,석촌고분,승하차인원,18-19시 평균,1308,1435,-127
202312,서울특별시 송파구,석촌고분,승하차인원,20-21시 평균,593,616,-24
202312,서울특별시 강남구,선릉,승하차인원,시간당 평균,5792,6293,-501
202312,서울특별시 강남구,선릉,승하차인원,08-09시 평균,13721,15815,-2094
202312,서울특별시 강남구,선릉,승하차인원,12-13시 평균,5073,5278,-205
202312,서울특별시 강남구,선릉,승하차인원,18-19시 평균,13749,15799,-2050
202312,서울특별시 강남구,선릉,승하차인원,20-21시 평균,4736,4937,-201
202312,서울특별시 영등포구,선유도,승하차인원,시간당 평균,733,790,-58
202312,서울특별시 영등포구,선유도,승하차인원,08-09시 평균,2184,2518,-334
202312,서울특별시 영등포구,선유도,승하차인원,12-13시 평균,638,626,12
202312,서울특별시 영등포구,선유도,승하차인원,18-19시 평균,1833,2143,-310
202312,서울특별시 영등포구,선유도,승하차인원,20-21시 평균,572,609,-37
202312,서울특별시 강남구,선정릉,승하차인원,시간당 평균,1517,1680,-162
202312,서울특별시 강남구,선정릉,승하차인원,08-09시 평균,3779,4499,-720
202312,서울특별시 강남구,선정릉,승하차인원,12-13시 평균,1350,1443,-93
202312,서울특별시 강남구,선정릉,승하차인원,18-19시 평균,3659,4337,-678
202312,서울특별시 강남구,선정릉,승하차인원,20-21시 평균,1229,1328,-99
202312,서울특별시 성동구,성수,승하차인원,시간당 평균,4024,3967,57
202312,서울특별시 성동구,성수,승하차인원,08-09시 평균,8606,9893,-1287
202312,서울특별시 성동구,성수,승하차인원,12-13시 평균,3771,3382,389
202312,서울특별시 성동구,성수,승하차인원,18-19시 평균,10558,11273,-715
202312,서울특별시 성동구,성수,승하차인원,20-21시 평균,3950,3614,336
202312,서울특별시 성북구,성신여대입구,승하차인원,시간당 평균,2347,2424,-77
202312,서울특별시 성북구,성신여대입구,승하차인원,08-09시 평균,3338,3973,-634
202312,서울특별시 성북구,성신여대입구,승하차인원,12-13시 평균,2674,2543,130
202312,서울특별시 성북구,성신여대입구,승하차인원,18-19시 평균,4482,4827,-345
202312,서울특별시 성북구,성신여대입구,승하차인원,20-21시 평균,2493,2580,-86
202312,서울특별시 강북구,솔밭공원,승하차인원,시간당 평균,228,245,-18
202312,서울특별시 강북구,솔밭공원,승하차인원,08-09시 평균,430,509,-79
202312,서울특별시 강북구,솔밭공원,승하차인원,12-13시 평균,267,274,-7
202312,서울특별시 강북구,솔밭공원,승하차인원,18-19시 평균,325,357,-31
202312,서울특별시 강북구,솔밭공원,승하차인원,20-21시 평균,200,215,-15
202312,서울특별시 강북구,솔샘,승하차인원,시간당 평균,522,550,-28
202312,서울특별시 강북구,솔샘,승하차인원,08-09시 평균,1061,1251,-190
202312,서울특별시 강북구,솔샘,승하차인원,12-13시 평균,525,501,25
202312,서울특별시 강북구,솔샘,승하차인원,18-19시 평균,906,992,-86
202312,서울특별시 강북구,솔샘,승하차인원,20-21시 평균,460,484,-24
202312,서울특별시 강서구,송정,승하차인원,시간당 평균,571,584,-13
202312,서울특별시 강서구,송정,승하차인원,08-09시 평균,1021,1169,-148
202312,서울특별시 강서구,송정,승하차인원,12-13시 평균,623,600,23
202312,서울특별시 강서구,송정,승하차인원,18-19시 평균,1039,1114,-76
202312,서울특별시 강서구,송정,승하차인원,20-21시 평균,529,535,-6
202312,서울특별시 송파구,송파,승하차인원,시간당 평균,859,872,-13
202312,서울특별시 송파구,송파,승하차인원,08-09시 평균,1788,2037,-248
202312,서울특별시 송파구,송파,승하차인원,12-13시 평균,902,886,16
202312,서울특별시 송파구,송파,승하차인원,18-19시 평균,1582,1710,-128
202312,서울특별시 송파구,송파,승하차인원,20-21시 평균,721,714,7
202312,서울특별시 송파구,송파나루,승하차인원,시간당 평균,556,533,23
202312,서울특별시 송파구,송파나루,승하차인원,08-09시 평균,981,1129,-148
202312,서울특별시 송파구,송파나루,승하차인원,12-13시 평균,583,523,60
202312,서울특별시 송파구,송파나루,승하차인원,18-19시 평균,1327,1331,-5
202312,서울특별시 송파구,송파나루,승하차인원,20-21시 평균,590,549,42
202312,서울특별시 노원구,수락산,승하차인원,시간당 평균,1133,1172,-40
202312,서울특별시 노원구,수락산,승하차인원,08-09시 평균,2018,2318,-301
202312,서울특별시 노원구,수락산,승하차인원,12-13시 평균,1254,1207,47
202312,서울특별시 노원구,수락산,승하차인원,18-19시 평균,1879,2041,-162
202312,서울특별시 노원구,수락산,승하차인원,20-21시 평균,1068,1118,-50
202312,서울특별시 은평구,수색,승하차인원,시간당 평균,286,319,-33
202312,서울특별시 은평구,수색,승하차인원,08-09시 평균,838,978,-140
202312,서울특별시 은평구,수색,승하차인원,12-13시 평균,224,240,-15
202312,서울특별시 은평구,수색,승하차인원,18-19시 평균,632,760,-128
202312,서울특별시 은평구,수색,승하차인원,20-21시 평균,244,260,-17
202312,서울특별시 강남구,수서,승하차인원,시간당 평균,3104,3248,-144
202312,서울특별시 강남구,수서,승하차인원,08-09시 평균,5720,6637,-917
202312,서울특별시 강남구,수서,승하차인원,12-13시 평균,3789,3793,-5
202312,서울특별시 강남구,수서,승하차인원,18-19시 평균,6181,6784,-603
202312,서울특별시 강남구,수서,승하차인원,20-21시 평균,3112,3195,-83
202312,서울특별시 강북구,수유,승하차인원,시간당 평균,3136,3225,-89
202312,서울특별시 강북구,수유,승하차인원,08-09시 평균,5516,6247,-731
202312,서울특별시 강북구,수유,승하차인원,12-13시 평균,3146,3050,96
202312,서울특별시 강북구,수유,승하차인원,18-19시 평균,5990,6393,-403
202312,서울특별시 강북구,수유,승하차인원,20-21시 평균,3203,3312,-109
202312,서울특별시 용산구,숙대입구,승하차인원,시간당 평균,1333,1455,-122
202312,서울특별시 용산구,숙대입구,승하차인원,08-09시 평균,2441,2900,-460
202312,서울특별시 용산구,숙대입구,승하차인원,12-13시 평균,1367,1465,-98
202312,서울특별시 용산구,숙대입구,승하차인원,18-19시 평균,2913,3285,-371
202312,서울특별시 용산구,숙대입구,승하차인원,20-21시 평균,1312,1393,-81
202312,서울특별시 동작구,숭실대입구,승하차인원,시간당 평균,1214,1447,-233
202312,서울특별시 동작구,숭실대입구,승하차인원,08-09시 평균,2283,2947,-664
202312,서울특별시 동작구,숭실대입구,승하차인원,12-13시 평균,1250,1328,-77
202312,서울특별시 동작구,숭실대입구,승하차인원,18-19시 평균,2129,2626,-497
202312,서울특별시 동작구,숭실대입구,승하차인원,20-21시 평균,1109,1257,-147
202312,서울특별시 중구,시청,승하차인원,시간당 평균,4639,4937,-298
202312,서울특별시 중구,시청,승하차인원,08-09시 평균,13216,15194,-1978
202312,서울특별시 중구,시청,승하차인원,12-13시 평균,3896,4109,-213
202312,서울특별시 중구,시청,승하차인원,18-19시 평균,12309,13570,-1260
202312,서울특별시 중구,시청,승하차인원,20-21시 평균,4667,4327,340
202312,서울특별시 성동구,신금호,승하차인원,시간당 평균,594,626,-32
202312,서울특별시 성동구,신금호,승하차인원,08-09시 평균,1306,1508,-201
202312,서울특별시 성동구,신금호,승하차인원,12-13시 평균,584,569,15
202312,서울특별시 성동구,신금호,승하차인원,18-19시 평균,1174,1312,-137
202312,서울특별시 성동구,신금호,승하차인원,20-21시 평균,519,551,-32
202312,서울특별시 영등포구,신길,승하차인원,시간당 평균,1146,1230,-84
202312,서울특별시 영등포구,신길,승하차인원,08-09시 평균,2986,3431,-445
202312,서울특별시 영등포구,신길,승하차인원,12-13시 평균,983,986,-4
202312,서울특별시 영등포구,신길,승하차인원,18-19시 평균,2517,2872,-356
202312,서울특별시 영등포구,신길,승하차인원,20-21시 평균,1052,1133,-81
202312,서울특별시 중랑구,신내,승하차인원,시간당 평균,189,202,-13
202312,서울특별시 중랑구,신내,승하차인원,08-09시 평균,495,564,-69
202312,서울특별시 중랑구,신내,승하차인원,12-13시 평균,157,154,3
202312,서울특별시 중랑구,신내,승하차인원,18-19시 평균,361,411,-50
202312,서울특별시 중랑구,신내,승하차인원,20-21시 평균,130,128,2
202312,서울특별시 강남구,신논현,승하차인원,시간당 평균,2879,2895,-16
202312,서울특별시 강남구,신논현,승하차인원,08-09시 평균,3733,4429,-696
202312,서울특별시 강남구,신논현,승하차인원,12-13시 평균,2917,2739,177
202312,서울특별시 강남구,신논현,승하차인원,18-19시 평균,6581,6970,-389
202312,서울특별시 강남구,신논현,승하차인원,20-21시 평균,3009,3041,-32
202312,서울특별시 성동구,신답,승하차인원,시간당 평균,151,162,-10
202312,서울특별시 성동구,신답,승하차인원,08-09시 평균,401,470,-70
202312,서울특별시 성동구,신답,승하차인원,12-13시 평균,120,120,0
202312,서울특별시 성동구,신답,승하차인원,18-19시 평균,358,416,-57
202312,서울특별시 성동구,신답,승하차인원,20-21시 평균,136,139,-3
202312,서울특별시 중구,신당,승하차인원,시간당 평균,2212,2250,-38
202312,서울특별시 중구,신당,승하차인원,08-09시 평균,3866,4497,-631
202312,서울특별시 중구,신당,승하차인원,12-13시 평균,2341,2234,108
202312,서울특별시 중구,신당,승하차인원,18-19시 평균,4460,4642,-182
202312,서울특별시 중구,신당,승하차인원,20-21시 평균,2231,2290,-59
202312,서울특별시 동작구,신대방,승하차인원,시간당 평균,2251,2362,-111
202312,서울특별시 동작구,신대방,승하차인원,08-09시 평균,4855,5525,-670
202312,서울특별시 동작구,신대방,승하차인원,12-13시 평균,2020,1976,44
202312,서울특별시 동작구,신대방,승하차인원,18-19시 평균,3883,4252,-369
202312,서울특별시 동작구,신대방,승하차인원,20-21시 평균,2291,2400,-110
202312,서울특별시 동작구,신대방삼거리,승하차인원,시간당 평균,1300,1376,-76
202312,서울특별시 동작구,신대방삼거리,승하차인원,08-09시 평균,2855,3300,-446
202312,서울특별시 동작구,신대방삼거리,승하차인원,12-13시 평균,1318,1271,47
202312,서울특별시 동작구,신대방삼거리,승하차인원,18-19시 평균,2531,2835,-304
202312,서울특별시 동작구,신대방삼거리,승하차인원,20-21시 평균,1205,1272,-66
202312,서울특별시 구로구,신도림,승하차인원,시간당 평균,4915,5078,-163
202312,서울특별시 구로구,신도림,승하차인원,08-09시 평균,8658,9916,-1258
202312,서울특별시 구로구,신도림,승하차인원,12-13시 평균,5013,4821,193
202312,서울특별시 구로구,신도림,승하차인원,18-19시 평균,10134,11071,-937
202312,서울특별시 구로구,신도림,승하차인원,20-21시 평균,4773,4915,-141
202312,서울특별시 관악구,신림,승하차인원,시간당 평균,5075,5208,-133
202312,서울특별시 관악구,신림,승하차인원,08-09시 평균,9756,11174,-1418
202312,서울특별시 관악구,신림,승하차인원,12-13시 평균,4658,4438,220
202312,서울특별시 관악구,신림,승하차인원,18-19시 평균,9568,10280,-713
202312,서울특별시 관악구,신림,승하차인원,20-21시 평균,5589,5715,-126
202312,서울특별시 양천구,신목동,승하차인원,시간당 평균,357,383,-27
202312,서울특별시 양천구,신목동,승하차인원,08-09시 평균,816,950,-134
202312,서울특별시 양천구,신목동,승하차인원,12-13시 평균,324,330,-6
202312,서울특별시 양천구,신목동,승하차인원,18-19시 평균,643,725,-82
202312,서울특별시 양천구,신목동,승하차인원,20-21시 평균,307,323,-16
202312,서울특별시 서초구,신반포,승하차인원,시간당 평균,361,384,-23
202312,서울특별시 서초구,신반포,승하차인원,08-09시 평균,658,780,-122
202312,서울특별시 서초구,신반포,승하차인원,12-13시 평균,366,366,1
202312,서울특별시 서초구,신반포,승하차인원,18-19시 평균,631,701,-70
202312,서울특별시 서초구,신반포,승하차인원,20-21시 평균,267,287,-20
202312,서울특별시 강서구,신방화,승하차인원,시간당 평균,628,649,-21
202312,서울특별시 강서구,신방화,승하차인원,08-09시 평균,1269,1434,-165
202312,서울특별시 강서구,신방화,승하차인원,12-13시 평균,670,608,62
202312,서울특별시 강서구,신방화,승하차인원,18-19시 평균,1109,1215,-106
202312,서울특별시 강서구,신방화,승하차인원,20-21시 평균,592,610,-18
202312,서울특별시 강남구,신사,승하차인원,시간당 평균,2664,2738,-74
202312,서울특별시 강남구,신사,승하차인원,08-09시 평균,3597,4127,-530
202312,서울특별시 강남구,신사,승하차인원,12-13시 평균,2545,2484,61
202312,서울특별시 강남구,신사,승하차인원,18-19시 평균,6141,6503,-362
202312,서울특별시 강남구,신사,승하차인원,20-21시 평균,2629,2718,-89
202312,서울특별시 동대문구,신설동,승하차인원,시간당 평균,1781,1869,-88
202312,서울특별시 동대문구,신설동,승하차인원,08-09시 평균,3730,4296,-566
202312,서울특별시 동대문구,신설동,승하차인원,12-13시 평균,2103,2069,34
202312,서울특별시 동대문구,신설동,승하차인원,18-19시 평균,3590,3925,-336
202312,서울특별시 동대문구,신설동,승하차인원,20-21시 평균,1354,1380,-26
202312,서울특별시 용산구,신용산,승하차인원,시간당 평균,1810,1867,-57
202312,서울특별시 용산구,신용산,승하차인원,08-09시 평균,3322,3934,-612
202312,서울특별시 용산구,신용산,승하차인원,12-13시 평균,1789,1677,112
202312,서울특별시 용산구,신용산,승하차인원,18-19시 평균,4527,5006,-479
202312,서울특별시 용산구,신용산,승하차인원,20-21시 평균,1798,1824,-26
202312,서울특별시 동대문구,신이문,승하차인원,시간당 평균,735,769,-35
202312,서울특별시 동대문구,신이문,승하차인원,08-09시 평균,1472,1692,-220
202312,서울특별시 동대문구,신이문,승하차인원,12-13시 평균,780,765,15
202312,서울특별시 동대문구,신이문,승하차인원,18-19시 평균,1255,1376,-121
202312,서울특별시 동대문구,신이문,승하차인원,20-21시 평균,628,646,-18
202312,서울특별시 양천구,신정,승하차인원,시간당 평균,1102,1162,-60
202312,서울특별시 양천구,신정,승하차인원,08-09시 평균,2836,3251,-415
202312,서울특별시 양천구,신정,승하차인원,12-13시 평균,959,922,38
202312,서울특별시 양천구,신정,승하차인원,18-19시 평균,1996,2230,-235
202312,서울특별시 양천구,신정,승하차인원,20-21시 평균,958,1034,-76
202312,서울특별시 양천구,신정네거리,승하차인원,시간당 평균,942,979,-37
202312,서울특별시 양천구,신정네거리,승하차인원,08-09시 평균,1762,2007,-246
202312,서울특별시 양천구,신정네거리,승하차인원,12-13시 평균,931,896,35
202312,서울특별시 양천구,신정네거리,승하차인원,18-19시 평균,1868,2085,-217
202312,서울특별시 양천구,신정네거리,승하차인원,20-21시 평균,850,900,-50
202312,서울특별시 서대문구,신촌,승하차인원,시간당 평균,3708,3923,-215
202312,서울특별시 서대문구,신촌,승하차인원,08-09시 평균,4458,5259,-801
202312,서울특별시 서대문구,신촌,승하차인원,12-13시 평균,4468,4471,-3
202312,서울특별시 서대문구,신촌,승하차인원,18-19시 평균,7201,7928,-727
202312,서울특별시 서대문구,신촌,승하차인원,20-21시 평균,4065,4313,-248
202312,서울특별시 영등포구,신풍,승하차인원,시간당 평균,966,1023,-57
202312,서울특별시 영등포구,신풍,승하차인원,08-09시 평균,2142,2439,-297
202312,서울특별시 영등포구,신풍,승하차인원,12-13시 평균,947,917,30
202312,서울특별시 영등포구,신풍,승하차인원,18-19시 평균,1775,2007,-232
202312,서울특별시 영등포구,신풍,승하차인원,20-21시 평균,823,845,-22
202312,서울특별시 도봉구,쌍문,승하차인원,시간당 평균,2547,2638,-91
202312,서울특별시 도봉구,쌍문,승하차인원,08-09시 평균,4854,5436,-582
202312,서울특별시 도봉구,쌍문,승하차인원,12-13시 평균,2577,2434,144
202312,서울특별시 도봉구,쌍문,승하차인원,18-19시 평균,4326,4669,-343
202312,서울특별시 도봉구,쌍문,승하차인원,20-21시 평균,2501,2610,-109
202312,서울특별시 광진구,아차산,승하차인원,시간당 평균,1310,1378,-69
202312,서울특별시 광진구,아차산,승하차인원,08-09시 평균,2740,3133,-392
202312,서울특별시 광진구,아차산,승하차인원,12-13시 평균,1448,1384,64
202312,서울특별시 광진구,아차산,승하차인원,18-19시 평균,2553,2834,-282
202312,서울특별시 광진구,아차산,승하차인원,20-21시 평균,1191,1218,-26
202312,서울특별시 마포구,아현,승하차인원,시간당 평균,946,1004,-59
202312,서울특별시 마포구,아현,승하차인원,08-09시 평균,1964,2242,-277
202312,서울특별시 마포구,아현,승하차인원,12-13시 평균,1039,1030,9
202312,서울특별시 마포구,아현,승하차인원,18-19시 평균,1690,1887,-198
202312,서울특별시 마포구,아현,승하차인원,20-21시 평균,869,896,-27
202312,서울특별시 종로구,안국,승하차인원,시간당 평균,2353,2606,-253
202312,서울특별시 종로구,안국,승하차인원,08-09시 평균,3916,4715,-799
202312,서울특별시 종로구,안국,승하차인원,12-13시 평균,3007,3165,-159
202312,서울특별시 종로구,안국,승하차인원,18-19시 평균,4571,5258,-687
202312,서울특별시 종로구,안국,승하차인원,20-21시 평균,1721,1777,-56
202312,서울특별시 성북구,안암,승하차인원,시간당 평균,1168,1342,-173
202312,서울특별시 성북구,안암,승하차인원,08-09시 평균,1773,2311,-538
202312,서울특별시 성북구,안암,승하차인원,12-13시 평균,1294,1381,-87
202312,서울특별시 성북구,안암,승하차인원,18-19시 평균,1904,2324,-420
202312,서울특별시 성북구,안암,승하차인원,20-21시 평균,1133,1165,-32
202312,서울특별시 강동구,암사,승하차인원,시간당 평균,1562,1634,-72
202312,서울특별시 강동구,암사,승하차인원,08-09시 평균,3766,4324,-557
202312,서울특별시 강동구,암사,승하차인원,12-13시 평균,1477,1412,65
202312,서울특별시 강동구,암사,승하차인원,18-19시 평균,2917,3259,-342
202312,서울특별시 강동구,암사,승하차인원,20-21시 평균,1414,1451,-37
202312,서울특별시 강남구,압구정,승하차인원,시간당 평균,3055,3038,17
202312,서울특별시 강남구,압구정,승하차인원,08-09시 평균,5122,5760,-639
202312,서울특별시 강남구,압구정,승하차인원,12-13시 평균,3251,3020,231
202312,서울특별시 강남구,압구정,승하차인원,18-19시 평균,6412,6761,-349
202312,서울특별시 강남구,압구정,승하차인원,20-21시 평균,3083,3024,60
202312,서울특별시 강남구,압구정로데오,승하차인원,시간당 평균,1984,1942,42
202312,서울특별시 강남구,압구정로데오,승하차인원,08-09시 평균,2529,2897,-368
202312,서울특별시 강남구,압구정로데오,승하차인원,12-13시 평균,1897,1764,132
202312,서울특별시 강남구,압구정로데오,승하차인원,18-19시 평균,4682,4745,-63
202312,서울특별시 강남구,압구정로데오,승하차인원,20-21시 평균,2348,2261,87
202312,서울특별시 마포구,애오개,승하차인원,시간당 평균,585,619,-34
202312,서울특별시 마포구,애오개,승하차인원,08-09시 평균,1603,1833,-231
202312,서울특별시 마포구,애오개,승하차인원,12-13시 평균,565,557,8
202312,서울특별시 마포구,애오개,승하차인원,18-19시 평균,1327,1508,-182
202312,서울특별시 마포구,애오개,승하차인원,20-21시 평균,465,454,11
202312,서울특별시 중구,약수,승하차인원,시간당 평균,1513,1575,-62
202312,서울특별시 중구,약수,승하차인원,08-09시 평균,2933,3334,-401
202312,서울특별시 중구,약수,승하차인원,12-13시 평균,1624,1569,55
202312,서울특별시 중구,약수,승하차인원,18-19시 평균,3103,3393,-290
202312,서울특별시 중구,약수,승하차인원,20-21시 평균,1447,1455,-8
202312,서울특별시 중랑구,양원,승하차인원,시간당 평균,260,284,-24
202312,서울특별시 중랑구,양원,승하차인원,08-09시 평균,538,636,-97
202312,서울특별시 중랑구,양원,승하차인원,12-13시 평균,240,242,-2
202312,서울특별시 중랑구,양원,승하차인원,18-19시 평균,414,479,-65
